hausdorff_km,cell_overlap,length_ratio,reached_goal
17.325456894585834,0.6060606060606061,0.6551605484379286,0.0
42.79840170652927,0.13780918727915195,0.7708460671232029,0.0
57.64756760895086,0.06285714285714286,0.8081168453273181,0.0
12.537164326298996,0.08695652173913043,0.8774198185172469,0.0
135.599568380182,0.09025270758122744,0.6201200158485414,0.0
29.324662078828055,0.09387755102040816,0.8373977698707845,0.0
20.15541325558416,0.09852216748768473,0.803069940470099,0.0
50.41431118439114,0.1111111111111111,0.8233354115443317,0.0
35.049588633478685,0.10084033613445378,0.8864524794427516,0.0
553.9472658468367,0.04179566563467492,0.6597429392114647,0.0
554.8144817190391,0.010086455331412104,0.6186410958140786,0.0
553.9472658468367,0.049773755656108594,0.6354639258413151,0.0
17.799499097758197,0.08695652173913043,1.400827682593993,0.0
17.7169078382701,0.24,1.3080828392730481,0.0
17.788519780875827,0.17073170731707318,1.046373848201843,0.0
34.97612459339858,0.10091743119266056,0.8239835657971673,0.0
41.91824780808757,0.21739130434782608,1.9941467622096587,0.0
40.00570961217858,0.05390835579514825,0.8952596163756188,0.0
35.42127245526375,0.096045197740113,0.7775004238900681,0.0
30.802940035073018,0.14838709677419354,0.8722182911635177,0.0
554.8144817190391,0.004491017964071856,0.6580718683431945,0.0
551.1812371354737,0.06646058732612056,0.6170672769429075,0.0
542.0210818997188,0.011428571428571429,0.8023761380539247,0.0
46.761601407947815,0.10396039603960396,0.8310393216987374,0.0
27.426365622331122,0.2692307692307692,1.6106453123547246,0.0
41.496585986079815,0.08333333333333333,0.6004979929197976,0.0
13.566795218160733,0.19148936170212766,0.8009120485048813,0.0
11.862708261853886,0.358974358974359,0.9621558862207944,0.0
41.496585986079815,0.16666666666666666,0.24039320077758725,0.0
11.982570533800185,0.23636363636363636,0.9435829819178041,0.0
42.998101199984816,0.03431372549019608,0.8496941759743153,0.0
30.867386049495835,0.04263565891472868,0.8174443635511421,0.0
53.48695223213935,0.025,0.8702155364739341,0.0
55.273511372238836,0.043668122270742356,0.819546578743281,0.0
36.96420547889249,0.1256544502617801,0.7515911210093122,0.0
24.55396506467094,0.125,0.8557146204183255,0.0
104.18799614863758,0.047619047619047616,0.5629205034541174,0.0
140.88887197493997,0.028169014084507043,0.7220964655498413,0.0
14.160173568474145,0.1864406779661017,0.707161411200314,0.0
46.402322399242856,0.07272727272727272,0.7725158361215562,0.0
6.983272644158519,0.5333333333333333,0.90946252227029,0.0
25.179716452544017,0.16774193548387098,0.7981621357371244,0.0
28.148158215388875,0.06563706563706563,0.8465416500780448,0.0
116.11501462589598,0.13636363636363635,0.6026294811994303,0.0
24.523108180611867,0.07462686567164178,0.8934239593847734,0.0
21.217325407710167,0.1015625,0.930594368483836,0.0
18.714545126787826,0.47058823529411764,1.1307243272961518,0.0
98.01225833780798,0.056338028169014086,0.8691515223408239,0.0
6.980246814422448,0.4117647058823529,0.8325116874408448,0.0
30.549491993421753,0.1962025316455696,0.7962551070544355,0.0
193.57068012391326,0.023809523809523808,0.6563755890830146,0.0
18.710027501073526,0.5555555555555556,1.4552452636195283,0.0
28.337426946544042,0.06521739130434782,0.8832127229999241,0.0
14.172464648585297,0.2857142857142857,0.7142923012686793,0.0
24.468954152365153,0.12727272727272726,0.9069217945039572,0.0
60.43954082293271,0.07051282051282051,0.7874879249729857,0.0
18.670258289845943,0.3125,1.2780949866236286,0.0
485.170640924881,0.1158357771260997,0.6139887133950976,0.0
217.79592808468604,0.24456521739130435,0.4552335683944152,0.0
17.988992399973394,0.19230769230769232,0.9516706485896964,0.0
35.045491918107835,0.12237762237762238,0.8470842333579612,0.0
36.8056222268841,0.13615023474178403,0.9199174581249914,0.0
30.75714606380102,0.084070796460177,0.9061383567322927,0.0
209.04230934697551,0.09775967413441955,0.8059451006415248,0.0
22.794057665837524,0.3010752688172043,0.8329277488839469,0.0
173.96362169477644,0.05197505197505198,0.586228426621267,0.0
110.02686396817289,0.2727272727272727,0.48400466778065554,0.0
201.67785367345473,0.34750462107208874,0.9177768875824931,0.0
14.117489570124498,0.0196078431372549,0.9998886070293967,0.0
30.75411467128776,0.091324200913242,0.8591747126249584,0.0
18.337999070294934,0.5263157894736842,1.3356072056885253,0.0
29.38739839905856,0.19576719576719576,0.8545736841806305,0.0
23.350589346973578,0.12222222222222222,0.8487787424996859,0.0
23.31027800030582,0.14376996805111822,0.8461495170984745,0.0
101.97066516979852,0.0821256038647343,0.6099650907455048,0.0
93.33623453174201,0.05380333951762523,0.8861819389371639,0.0
91.79197528707839,0.02100840336134454,0.9438521189410293,0.0
12.273489553166053,0.2857142857142857,0.8420336612887528,0.0
49.01469794566822,0.022727272727272728,0.9012223796147032,0.0
88.52935332609452,0.0380952380952381,0.488426840802144,0.0
24.530159351303848,0.06976744186046512,0.8751451596551363,0.0
18.724097694193663,0.13793103448275862,0.8823858154909967,0.0
28.28173375848135,0.11864406779661017,0.6503617234074913,0.0
12.197147341702662,0.28205128205128205,0.8570518688108872,0.0
165.37313007255418,0.05,0.6266732764179183,0.0
12.272028251820775,0.1875,0.7813961341217247,0.0
30.848094296798312,0.059574468085106386,0.8308357919330529,0.0
36.804781769441206,0.22058823529411764,0.7957148546937771,0.0
18.743897038945995,0.2736842105263158,0.8461013002753656,0.0
51.09718211353253,0.0196078431372549,0.7483428877910726,0.0
49.52833221771058,0.08530805687203792,0.7883245255894662,0.0
87.6511546675572,0.16,0.261784509972145,0.0
42.659353910576236,0.1791044776119403,0.6404575393010447,0.0
18.53198744482862,0.17857142857142858,0.7769450956174223,0.0
21.099461985087164,0.13664596273291926,0.856526152559514,0.0
167.4436360722015,0.020134228187919462,0.45221348170067954,0.0
7.069969406837872,0.06153846153846154,0.9142381023883187,0.0
7.045077468627117,0.18181818181818182,0.9474272185667797,0.0
18.754888806498368,0.01694915254237288,0.9149515672549168,0.0
18.72848406616608,0.07017543859649122,0.8461596174378436,0.0
7.0477674714873135,0.43902439024390244,0.7266515261230393,0.0
18.750919750930098,0.036585365853658534,0.8665635317366434,0.0
18.721897752463544,0.16666666666666666,1.081299362057954,0.0
39.45931280841874,0.038461538461538464,0.7789361678662888,0.0
24.526200414177318,0.03333333333333333,0.7220760059338798,0.0
21.207622415497454,0.18018018018018017,0.8715535497854833,0.0
28.156555574811502,0.08421052631578947,0.942228104321988,0.0
30.882113725117502,0.10909090909090909,0.8233481666588731,0.0
